id,fan_value,neuroticism,agreeableness,extraversion,conscientiousness,openness,personality,values_h,needs,interests,ach,ben,con,dir,hed,pow,sec,sti,tra,uni,cha,clo,cur,est,exc,exp,har,ide,lib,lov,pra,str
1883,1,97,2,10,25,4,neuroticism,benevolence,ideals,"electronics and computers|industry and energy|feeding|health, hygiene and welfare|childish|motor|organizations|environment|internet and telecommunications|art and culture",7,1,8,5,6,8,1,8,1,1,2,12,4,5,9,7,9,1,8,9,6,2
1884,1,90,1,5,10,20,neuroticism,universalism,self-expresion,"health, hygiene and welfare|feeding|politics|motor|industry and energy|social networks|philosophy|video game|electronics and computers|shopping",3,2,8,4,4,10,4,7,8,1,6,12,9,9,2,1,3,9,3,6,5,6
1885,0,96,1,99,98,99,openness,benevolence,self-expresion,"politics|travels|motor|weather|philosophy|feeding|religion|electronics and computers|health, hygiene and welfare|fashion",7,1,1,6,1,7,7,7,1,1,7,12,6,10,5,1,7,1,1,11,1,9
1886,1,10,96,50,40,96,openness,benevolence,ideals,,9,1,5,3,3,9,7,8,6,1,11,12,9,9,6,5,4,1,2,3,7,8
1887,0,65,1,1,20,20,neuroticism,achievement,challenge,"electronics and computers|industry and energy|organizations|politics|music|motor|insurance|comic|ngos and causes|health, hygiene and welfare",1,8,6,8,1,4,1,10,7,4,1,12,1,9,6,3,9,8,3,9,7,3
1888,0,40,1,15,1,20,neuroticism,universalism,harmony,art and culture|comic|politics|tv and radio|media|feeding|organizations|animals and pets|theater and musical films|leisure and entertainment,4,7,5,3,7,7,2,10,5,1,10,12,3,5,10,5,1,4,8,7,8,2
1889,1,99,96,1,70,99,openness,benevolence,harmony,"industry and energy|motor|politics|art and culture|social networks|theater and musical films|financial, banks and economy|professional services|feeding|health, hygiene and welfare",3,1,6,8,3,10,7,3,8,1,4,12,9,9,5,6,1,3,7,8,9,1
1890,1,3,20,40,95,60,conscientiousness,achievement,challenge,"music|tv and radio|politics|insurance|health, hygiene and welfare|electronics and computers|financial, banks and economy|industry and energy|social networks|shopping",1,8,8,6,3,7,1,5,8,3,1,12,2,11,8,3,3,8,7,3,8,6
1891,1,5,75,95,20,65,extraversion,self-indulgence,self-expresion,"electronics and computers|tv and radio|feeding|politics|art and culture|industry and energy|internet and telecommunications|media|drinks without alcohol|financial, banks and economy",4,3,9,4,1,8,9,1,6,6,9,12,7,9,5,1,6,2,2,2,8,9
1892,1,99,97,99,98,99,openness,self-indulgence,harmony,"industry and energy|health, hygiene and welfare|feeding|leisure and entertainment|philosophy|environment|internet and telecommunications|drinks without alcohol|social networks|shopping",8,4,7,2,1,10,4,6,8,2,6,12,8,8,7,4,1,5,8,8,1,1
1893,1,5,1,96,96,1,extraversion,benevolence,excitement,"tv and radio|motor|health, hygiene and welfare|politics|travels|art and culture|industry and energy|internet and telecommunications|feeding|weather",10,1,1,5,1,7,7,7,4,6,8,12,10,11,1,4,6,1,3,8,5,6
1894,0,2,97,15,99,98,conscientiousness,security,challenge,"politics|ngos and causes|home and housing|health, hygiene and welfare|childish|feeding|beauty|religion|leisure and entertainment|environment",9,5,3,5,4,10,1,5,8,1,1,12,7,9,6,1,7,9,4,9,5,1
1895,0,55,1,1,98,3,conscientiousness,benevolence,structure,"health, hygiene and welfare|media|ngos and causes|social networks|tv and radio|electronics and computers|internet and telecommunications|leisure and entertainment|politics|medium viral",6,1,2,6,8,8,4,8,4,2,11,12,2,8,8,8,2,6,2,7,2,1
1896,0,1,70,97,70,35,extraversion,tradition,curiosity,"health, hygiene and welfare|politics|insurance|childish|financial, banks and economy|social groups|environment|art and culture|alcoholic drinks|industry and energy",10,4,7,4,6,7,2,7,1,2,9,12,1,10,6,7,2,10,7,2,2,2
1897,0,50,1,97,1,96,extraversion,universalism,challenge,,5,2,8,5,3,10,7,8,3,1,1,12,1,10,3,4,10,8,4,8,7,4
1898,0,35,85,15,5,90,openness,benevolence,harmony,,8,1,6,5,2,8,3,10,3,6,7,12,3,11,6,7,1,4,7,1,4,10
1899,1,90,80,25,40,55,neuroticism,universalism,harmony,,7,3,4,2,8,10,4,8,4,1,9,12,4,9,6,2,1,8,3,11,6,4
1900,0,97,60,75,30,10,neuroticism,benevolence,stability,sports|internet and telecommunications|ngos and causes|politics|leisure and entertainment|philosophy|tv and radio|art and culture|religion|music,9,1,5,3,3,9,8,5,2,7,10,12,9,1,7,4,4,8,10,4,3,1
1901,1,75,50,20,96,25,conscientiousness,benevolence,stability,"politics|health, hygiene and welfare|feeding|insurance|organizations|alcoholic drinks|philosophy|financial, banks and economy|drinks without alcohol|social groups",7,1,6,10,4,7,1,7,1,5,6,12,11,1,10,3,1,4,9,7,4,7
1902,0,30,80,2,4,85,openness,benevolence,challenge,"tv and radio|social networks|politics|environment|drinks without alcohol|internet and telecommunications|music|electronics and computers|financial, banks and economy|home and housing",4,1,4,2,2,8,4,4,9,9,1,12,7,6,5,2,10,8,3,8,3,11
1903,2,85,3,5,98,85,conscientiousness,benevolence,curiosity,"feeding|insurance|social groups|medium viral|health, hygiene and welfare|environment|politics|professional services|media|social networks",9,1,6,5,6,9,4,8,1,1,11,12,1,7,7,5,4,2,7,7,6,2
1904,0,60,85,95,60,30,extraversion,self-direction,curiosity,"politics|motor|industry and energy|feeding|drinks without alcohol|health, hygiene and welfare|social networks|internet and telecommunications|picture|electronics and computers",8,3,8,1,3,10,5,5,7,1,8,12,1,11,9,4,4,2,7,4,9,2
1905,1,65,90,1,60,96,openness,universalism,self-expresion,"health, hygiene and welfare|politics|financial, banks and economy|feeding|ngos and causes|media|education|tv and radio|internet and telecommunications|insurance",7,4,5,2,7,6,2,7,7,1,9,12,2,5,4,1,8,5,3,11,5,9
1906,0,1,1,1,99,1,conscientiousness,achievement,challenge,"sports|travels|industry and energy|feeding|health, hygiene and welfare|leisure and entertainment|media|books|motor|shopping",1,1,10,4,1,7,7,5,7,6,1,12,6,1,5,1,10,8,4,10,8,6
1907,2,97,50,1,99,1,conscientiousness,self-indulgence,challenge,"politics|health, hygiene and welfare|electronics and computers|feeding|tv and radio|art and culture|animals and pets|leisure and entertainment|ngos and causes|alcoholic drinks",8,5,9,2,1,9,6,6,4,2,1,12,7,10,1,5,7,10,6,9,1,1
1908,1,1,99,99,98,99,openness,benevolence,love,"politics|industry and energy|organizations|leisure and entertainment|health, hygiene and welfare|electronics and computers|motor|education|financial, banks and economy|feeding",8,1,5,4,8,8,7,6,1,1,7,12,8,9,2,6,2,9,5,1,2,11
1909,0,10,85,80,98,35,conscientiousness,conformity,self-expresion,,6,7,1,9,1,3,3,10,5,7,9,12,2,10,7,1,5,8,5,11,3,3
1910,0,1,30,98,97,30,extraversion,benevolence,ideals,,6,1,1,7,1,10,8,8,1,1,3,12,8,5,10,9,7,1,5,10,4,1
1911,2,97,10,85,85,4,neuroticism,benevolence,harmony,industry and energy|art and culture|artworks|home and housing|picture|politics|education|motor|environment|media,9,1,5,2,3,10,6,7,3,7,8,12,4,10,7,5,1,5,3,1,11,8
1912,1,10,4,5,10,2,conscientiousness,self-direction,liberty,,8,3,4,1,1,9,9,4,7,6,7,12,8,10,4,3,4,8,1,11,1,4
1913,1,80,1,1,4,1,neuroticism,tradition,curiosity,"tv and radio|financial, banks and economy|media|politics|electronics and computers|social networks|music|health, hygiene and welfare|internet and telecommunications|industry and energy",9,3,4,7,9,5,6,7,1,1,10,12,1,11,4,6,4,3,2,7,7,7
1914,1,1,80,99,98,99,openness,benevolence,ideals,"picture|artworks|environment|social networks|drinks without alcohol|feeding|industry and energy|travels|comic|health, hygiene and welfare",8,1,1,7,4,8,1,8,4,6,8,12,10,4,2,2,6,1,9,7,10,4
1915,0,1,1,98,10,96,extraversion,self-indulgence,challenge,,8,4,9,2,1,9,6,6,2,4,1,12,2,9,2,6,9,11,2,8,5,7
1916,1,96,99,40,1,1,agreeableness,benevolence,harmony,"social networks|woman|animals and pets|health, hygiene and welfare|politics|feeding|comic|financial, banks and economy|philosophy|electronics and computers",9,1,5,3,7,9,3,6,7,1,5,12,10,10,4,6,1,8,9,2,7,3
1917,0,1,20,99,45,40,extraversion,tradition,excitement,"electronics and computers|travels|internet and telecommunications|education|organizations|health, hygiene and welfare|politics|insurance|environment|medium viral",7,6,3,7,7,5,3,10,1,1,8,12,5,3,1,10,10,7,4,9,5,1
1918,0,1,85,1,90,1,conscientiousness,benevolence,curiosity,"art and culture|picture|artworks|home and housing|social networks|politics|internet and telecommunications|tv and radio|feeding|health, hygiene and welfare",8,1,5,7,1,8,1,8,6,1,4,12,1,5,6,8,10,3,7,10,9,1
1919,0,95,99,90,5,40,agreeableness,self-indulgence,excitement,"health, hygiene and welfare|leisure and entertainment|home and housing|social networks|drinks without alcohol|environment|art and culture|feeding|weather|beauty",8,5,8,4,1,10,5,1,3,7,10,12,9,2,1,2,10,2,8,2,6,7
1920,1,30,65,15,70,35,conscientiousness,universalism,curiosity,"politics|health, hygiene and welfare|philosophy|financial, banks and economy|electronics and computers|internet and telecommunications|religion|military|ngos and causes|art and culture",9,2,5,2,8,9,6,7,4,1,4,12,1,11,2,4,10,9,6,2,7,7
1921,1,90,1,1,35,25,neuroticism,benevolence,harmony,"art and culture|tv and radio|politics|health, hygiene and welfare|feeding|internet and telecommunications|leisure and entertainment|animals and pets|philosophy|media",6,1,5,3,6,10,4,9,6,2,10,12,8,10,7,4,1,9,5,6,2,2
1922,1,5,4,1,1,2,neuroticism,universalism,self-expresion,"politics|motor|electronics and computers|social networks|leisure and entertainment|comic|feeding|art and culture|health, hygiene and welfare|insurance",6,2,6,8,4,9,4,9,3,1,4,12,4,11,6,1,8,7,2,9,9,2
1923,1,1,3,95,70,1,extraversion,benevolence,liberty,"financial, banks and economy|health, hygiene and welfare|industry and energy|feeding|organizations|philosophy|shopping|electronics and computers|science|travels",5,1,9,1,1,7,9,4,7,5,7,12,4,10,2,2,8,4,1,6,10,9
1924,1,1,90,85,85,95,openness,benevolence,love,"art and culture|politics|health, hygiene and welfare|electronics and computers|feeding|leisure and entertainment|industry and energy|financial, banks and economy|travels|home and housing",4,1,10,1,4,8,7,4,9,1,8,12,2,11,2,7,2,6,5,1,9,9
1925,1,10,65,98,96,1,extraversion,benevolence,excitement,"leisure and entertainment|education|travels|health, hygiene and welfare|religion|politics|financial, banks and economy|social groups|organizations|philosophy",5,1,7,4,1,10,9,5,7,1,7,12,5,11,1,1,5,4,1,10,8,8
1926,1,90,10,5,5,35,neuroticism,universalism,stability,"motor|health, hygiene and welfare|politics|tv and radio|art and culture|feeding|picture|industry and energy|organizations|environment",7,3,6,3,9,8,2,9,3,1,5,12,9,1,4,2,7,10,5,11,7,3
1927,0,95,98,1,90,99,openness,benevolence,curiosity,"politics|health, hygiene and welfare|feeding|financial, banks and economy|electronics and computers|military|insurance|science|ngos and causes|art and culture",7,1,1,6,7,7,5,7,1,1,6,12,1,1,7,3,9,3,5,10,10,8
1928,1,95,55,30,10,85,neuroticism,universalism,self-expresion,"politics|health, hygiene and welfare|philosophy|ngos and causes|environment|internet and telecommunications|electronics and computers|sports|organizations|medium viral",7,4,6,5,7,7,2,10,3,1,7,12,4,10,4,1,1,8,6,8,10,3
1929,0,97,2,90,5,70,neuroticism,self-direction,stability,"religion|health, hygiene and welfare|childish|medium viral|social groups|insurance|politics|philosophy|tv and radio|home and housing",9,7,4,1,5,9,5,7,1,3,11,12,3,1,8,1,4,4,6,9,6,9
1930,0,85,35,35,3,3,neuroticism,self-indulgence,excitement,"ngos and causes|health, hygiene and welfare|politics|weather|animals and pets|motor|picture|home and housing|environment|feeding",7,2,7,2,1,10,6,4,7,4,7,12,9,9,1,1,6,1,4,4,7,9
1931,1,75,85,98,98,98,openness,benevolence,self-expresion,"beauty|animals and pets|philosophy|health, hygiene and welfare|music|weather|environment|home and housing|childish|feeding",7,1,4,8,1,9,5,9,1,5,3,12,10,7,3,1,8,9,5,10,5,1
1932,1,5,55,96,65,85,extraversion,self-direction,self-expresion,"electronics and computers|environment|art and culture|leisure and entertainment|politics|financial, banks and economy|health, hygiene and welfare|home and housing|feeding|philosophy",5,2,9,1,6,8,7,4,9,2,7,12,5,11,3,1,6,9,3,1,8,10
1933,1,75,5,80,95,45,conscientiousness,benevolence,harmony,"tv and radio|drinks without alcohol|health, hygiene and welfare|leisure and entertainment|comic|internet and telecommunications|alcoholic drinks|music|politics|electronics and computers",9,1,7,6,4,10,4,7,2,2,7,12,3,9,3,9,1,7,6,1,5,11
1934,2,1,65,80,98,60,conscientiousness,self-indulgence,harmony,sports|military|philosophy|animals and pets|education|politics|drinks without alcohol|travels|insurance|motor,8,3,8,6,1,10,3,7,3,2,6,12,10,5,6,6,1,6,11,4,3,2
1935,0,1,1,95,99,1,conscientiousness,benevolence,ideals,travels|motor|fashion|industry and energy|military|tv and radio|insurance|sports|education|social networks,10,1,3,3,3,8,3,7,8,1,4,12,6,10,6,2,4,1,8,2,10,8
1936,0,85,1,1,98,4,conscientiousness,self-direction,self-expresion,,3,6,5,1,9,9,3,8,6,1,2,12,5,11,4,1,8,7,8,2,8,5
1937,1,55,20,15,15,10,neuroticism,benevolence,self-expresion,"social networks|politics|sports|health, hygiene and welfare|industry and energy|feeding|motor|social groups|fashion|alcoholic drinks",6,1,7,1,3,10,9,5,7,3,3,12,7,10,3,1,6,10,2,3,7,9
1938,0,10,10,70,65,2,extraversion,self-direction,love,travels|insurance|leisure and entertainment|beauty|weather|fashion|shopping|motor|electronics and computers|feeding,5,7,10,1,1,6,7,1,7,4,2,12,8,11,6,4,2,4,7,1,8,8
1939,0,30,30,85,65,30,extraversion,benevolence,curiosity,"motor|internet and telecommunications|health, hygiene and welfare|feeding|media|weather|home and housing|fashion|environment|financial, banks and economy",7,1,6,2,9,9,5,7,4,2,5,12,1,10,6,3,8,4,7,2,8,10
1940,1,30,90,98,55,50,extraversion,benevolence,liberty,social networks|motor|travels|childish|tv and radio|industry and energy|leisure and entertainment|education|art and culture|internet and telecommunications,7,1,7,6,1,10,3,5,9,3,7,12,8,6,4,3,5,8,1,1,11,8
1941,1,85,5,1,70,80,neuroticism,universalism,structure,comic|music|politics|electronics and computers|art and culture|video game|media|tv and radio|social groups|internet and telecommunications,4,2,7,3,4,10,4,7,7,1,11,12,8,7,5,2,3,8,8,6,4,1
1942,0,30,20,10,70,1,conscientiousness,achievement,self-expresion,"art and culture|health, hygiene and welfare|politics|internet and telecommunications|feeding|drinks without alcohol|alcoholic drinks|tv and radio|environment|industry and energy",1,9,9,3,1,6,3,5,8,6,3,12,2,9,7,1,11,6,4,7,10,4
1943,1,1,98,99,99,80,extraversion,benevolence,challenge,organizations|weather|travels|leisure and entertainment|fashion|drinks without alcohol|shopping|politics|social networks|art and culture,3,1,10,7,3,5,7,6,7,1,1,12,9,9,1,1,7,7,6,9,5,1
1944,2,97,99,99,99,96,extraversion,self-indulgence,challenge,"motor|health, hygiene and welfare|industry and energy|social networks|shopping|electronics and computers|military|picture|feeding|financial, banks and economy",7,5,6,7,1,7,1,7,1,1,1,12,7,8,4,8,4,8,8,4,1,1
1945,1,30,1,1,96,96,openness,self-direction,excitement,"health, hygiene and welfare|childish|animals and pets|medium viral|politics|philosophy|feeding|professional services|art and culture|military",5,2,8,1,2,5,8,7,8,2,5,12,7,11,1,7,6,9,1,1,1,9
1947,0,97,97,1,1,40,agreeableness,universalism,structure,,3,4,8,4,9,9,2,7,4,1,2,12,2,11,2,7,9,2,10,6,7,1
1948,0,3,55,20,85,2,conscientiousness,benevolence,challenge,,6,1,8,4,3,10,6,9,4,2,1,12,6,9,3,1,10,7,3,8,10,5
1949,1,4,45,90,99,70,conscientiousness,universalism,excitement,,2,4,10,4,2,8,6,8,6,1,6,12,3,10,1,4,10,2,6,4,9,8
1950,0,40,80,10,65,65,agreeableness,benevolence,harmony,,9,1,8,1,6,9,5,7,1,1,9,12,8,9,6,6,1,3,5,1,9,3
1951,1,70,85,4,4,70,agreeableness,benevolence,love,"health, hygiene and welfare|professional services|insurance|travels|medium viral|alcoholic drinks|politics|feeding|home and housing|science",8,1,7,5,2,10,6,8,2,2,8,12,9,9,5,5,4,7,9,1,1,1
1952,1,2,1,70,99,2,conscientiousness,benevolence,self-expresion,"organizations|politics|feeding|social groups|social networks|medium viral|art and culture|health, hygiene and welfare|financial, banks and economy|electronics and computers",4,1,7,1,6,10,1,9,7,5,7,12,6,11,3,1,10,7,1,7,3,3
1953,1,50,1,20,1,20,neuroticism,benevolence,harmony,"art and culture|politics|tv and radio|health, hygiene and welfare|philosophy|feeding|music|medium viral|fashion|theater and musical films",8,1,3,6,7,8,5,8,3,1,10,12,9,6,5,7,1,3,7,10,3,2
1954,0,96,1,40,75,4,neuroticism,self-direction,practicality,"philosophy|industry and energy|politics|leisure and entertainment|science|weather|art and culture|health, hygiene and welfare|financial, banks and economy|feeding",9,3,8,1,6,10,5,6,1,3,4,12,4,9,7,3,4,8,9,11,1,1
1955,1,15,85,10,1,1,agreeableness,self-indulgence,self-expresion,"sports|politics|religion|insurance|social networks|media|financial, banks and economy|feeding|philosophy|art and culture",3,7,10,2,1,9,5,3,5,7,8,12,10,10,3,1,4,6,7,1,4,8
1956,0,1,60,99,45,90,extraversion,achievement,practicality,,1,6,7,5,1,9,9,8,1,1,3,12,5,4,5,5,9,9,5,9,1,1
1957,1,1,96,99,1,96,extraversion,achievement,challenge,"health, hygiene and welfare|financial, banks and economy|internet and telecommunications|education|insurance|science|electronics and computers|weather|politics|industry and energy",1,8,3,3,3,10,1,9,3,7,1,12,9,7,7,4,9,5,6,9,3,1
1958,0,1,99,99,90,80,extraversion,security,self-expresion,"leisure and entertainment|social networks|medium viral|feeding|art and culture|politics|video game|health, hygiene and welfare|theater and musical films|tv and radio",8,7,2,2,9,2,1,10,5,5,5,12,5,10,8,1,2,7,4,2,10,8
1959,1,97,1,1,4,98,openness,benevolence,structure,"home and housing|electronics and computers|health, hygiene and welfare|environment|feeding|animals and pets|financial, banks and economy|tv and radio|motor|education",6,1,1,7,7,5,1,7,7,1,2,12,7,7,4,2,7,7,6,7,4,1
1960,2,15,25,1,96,2,conscientiousness,benevolence,structure,"politics|health, hygiene and welfare|media|medium viral|financial, banks and economy|philosophy|feeding|art and culture|electronics and computers|social networks",7,1,6,2,7,9,4,9,5,2,10,12,2,10,6,2,4,9,6,8,5,1
1961,1,15,20,1,1,90,openness,self-indulgence,challenge,"health, hygiene and welfare|politics|electronics and computers|video game|leisure and entertainment|ngos and causes|internet and telecommunications|animals and pets|social networks|industry and energy",8,2,10,3,1,8,7,3,3,6,1,12,9,11,1,3,6,8,7,3,9,5
